orderid,customerid,noguest,tableno,intime,outtime,dinetypeid,paymentid,total,discount,netpay,vat,isposted,username
2525,PJ1,1,4,2002-12-25 19:45:00,2002-12-25 21:25:00,EI,MC,650.00,27.50,622.50,40.72,false,dbo
2302,PJ1,2,2,2002-11-24 18:29:00,2002-11-24 20:23:00,EI,CASH,320.00,0.00,320.00,20.93,false,dbo
2303,ZF1,4,4,2002-11-24 18:45:00,2002-11-24 20:55:00,EI,CASH,1030.00,0.00,1030.00,67.38,false,dbo
2304,ZM1,3,4,2002-11-24 18:46:00,2002-11-24 19:46:00,EI,AMEX,170.00,0.00,170.00,11.12,false,dbo
2305,PJ1,3,2,2002-11-24 19:27:00,2002-11-24 21:28:00,EI,CASH,140.00,0.00,140.00,9.16,false,dbo
2306,ZF1,5,3,2002-11-24 19:32:00,2002-11-24 20:48:00,EI,CASH,1435.00,200.25,1234.75,80.78,false,dbo
2307,CS1,1,5,2002-11-24 20:05:00,2002-11-24 21:24:00,EI,CASH,430.00,0.00,430.00,28.13,false,dbo
2308,ZM1,6,5,2002-11-25 10:56:00,2002-11-25 12:33:00,EI,MC,2220.00,444.00,1776.00,116.19,false,dbo
2309,PJ1,2,1,2002-11-25 11:13:00,2002-11-25 13:36:00,EI,MC,255.00,12.75,242.25,15.85,false,dbo
2310,ZM1,2,4,2002-11-25 11:41:00,2002-11-25 13:56:00,EI,CASH,390.00,0.00,390.00,25.51,false,dbo
2561,PH1,4,4,2002-12-31 18:49:00,2002-12-31 21:06:00,EI,VISA,295.00,0.00,295.00,19.30,false,dbo
2786,RH2,2,5,2003-02-01 19:56:00,2003-02-01 21:44:00,EI,CASH,120.00,0.00,120.00,7.85,false,dbo
2787,ZM1,2,1,2003-02-01 20:01:00,2003-02-01 22:19:00,EI,CASH,210.00,0.00,210.00,13.74,false,dbo
2788,ZM1,4,1,2003-02-01 20:10:00,2003-02-01 20:46:00,EI,MC,880.00,44.00,836.00,54.69,false,dbo
2789,PJ1,2,1,2003-02-01 20:10:00,2003-02-01 22:24:00,EI,MC,1030.00,46.50,983.50,64.34,false,dbo
2790,ZF1,2,1,2003-02-01 20:18:00,2003-02-01 21:58:00,EI,MC,345.00,12.25,332.75,21.77,false,dbo
2791,PH1,5,5,2003-02-02 11:56:00,2003-02-02 14:07:00,EI,MC,1765.00,166.50,1598.50,104.57,false,dbo
2792,ZF1,5,5,2003-02-02 11:59:00,2003-02-02 13:29:00,EI,CHK,1240.00,114.00,1126.00,73.66,false,dbo
2793,CS1,3,2,2003-02-02 12:28:00,2003-02-02 14:37:00,EI,MC,230.00,6.50,223.50,14.62,false,dbo
2794,PH1,2,4,2003-02-02 18:43:00,2003-02-02 20:13:00,EI,MC,200.00,10.00,190.00,12.43,false,dbo
2795,ZM1,3,5,2003-02-02 18:56:00,2003-02-02 19:28:00,EI,MC,480.00,16.50,463.50,30.32,false,dbo
2796,ZF1,2,2,2003-02-02 19:29:00,2003-02-02 21:12:00,EI,MC,245.00,7.25,237.75,15.55,false,dbo
2797,ZF1,6,3,2003-02-02 19:32:00,2003-02-02 20:11:00,EI,CHK,1400.00,130.00,1270.00,83.08,false,dbo
2798,PJ1,2,3,2003-02-03 11:31:00,2003-02-03 12:15:00,EI,MC,455.00,17.75,437.25,28.61,false,dbo
2799,ZM1,1,5,2003-02-03 19:54:00,2003-02-03 21:20:00,EI,MC,350.00,12.50,337.50,22.08,false,dbo
2800,ZF1,1,0,2003-02-04 10:38:00,2003-02-04 10:57:00,TG,MC,520.00,26.00,494.00,32.32,false,dbo
2801,RH2,2,3,2003-02-04 18:37:00,2003-02-04 20:43:00,EI,CASH,200.00,0.00,200.00,13.08,false,dbo
2802,PJ1,1,5,2003-02-04 19:54:00,2003-02-04 21:51:00,EI,MC,1140.00,49.50,1090.50,71.34,false,dbo
2803,PJ1,3,4,2003-02-05 11:42:00,2003-02-05 13:27:00,EI,CASH,130.00,0.00,130.00,8.50,false,dbo
2804,ZM1,3,2,2003-02-05 12:26:00,2003-02-05 13:05:00,EI,CASH,100.00,0.00,100.00,6.54,false,dbo
2805,ZM1,3,3,2003-02-05 18:37:00,2003-02-05 20:41:00,EI,CASH,440.00,0.00,440.00,28.79,false,dbo
2806,ZM1,4,8,2003-02-05 19:08:00,2003-02-05 20:30:00,EI,CHK,440.00,0.00,440.00,28.79,false,dbo
2807,ZF1,5,2,2003-02-06 12:22:00,2003-02-06 13:07:00,EI,MC,1040.00,104.00,936.00,61.23,false,dbo
2808,ZM1,2,5,2003-02-06 18:55:00,2003-02-06 20:41:00,EI,MC,230.00,6.50,223.50,14.62,false,dbo
2809,ZF1,3,5,2003-02-06 18:58:00,2003-02-06 19:51:00,EI,MC,80.00,4.00,76.00,4.97,false,dbo
2810,ZF1,1,4,2003-02-06 19:44:00,2003-02-06 20:54:00,EI,MC,435.00,16.75,418.25,27.36,false,dbo
2811,ZF1,1,4,2003-02-07 10:46:00,2003-02-07 11:21:00,EI,VISA,350.00,0.00,350.00,22.90,false,dbo
2812,ZM1,5,2,2003-02-07 11:29:00,2003-02-07 12:15:00,EI,CASH,2120.00,424.00,1696.00,110.95,false,dbo
2813,ZM1,3,4,2003-02-07 18:44:00,2003-02-07 20:45:00,EI,AMEX,500.00,0.00,500.00,32.71,false,dbo
2814,ZM1,3,4,2003-02-07 18:48:00,2003-02-07 20:24:00,EI,MC,700.00,35.00,665.00,43.50,false,dbo
2815,ZM1,2,5,2003-02-07 18:50:00,2003-02-07 19:24:00,EI,CASH,840.00,0.00,840.00,54.95,false,dbo
2816,CS1,3,5,2003-02-07 19:05:00,2003-02-07 20:41:00,EI,VISA,330.00,0.00,330.00,21.59,false,dbo
2817,ZM1,4,5,2003-02-07 19:05:00,2003-02-07 19:46:00,EI,CASH,400.00,0.00,400.00,26.17,false,dbo
2818,PJ1,3,7,2003-02-07 19:07:00,2003-02-07 20:10:00,EI,MC,690.00,29.50,660.50,43.21,false,dbo
2819,PJ1,4,1,2003-02-07 19:17:00,2003-02-07 19:52:00,EI,MC,250.00,7.50,242.50,15.86,false,dbo
2820,ZM1,1,0,2003-02-07 19:23:00,2003-02-07 19:42:00,TG,CASH,210.00,0.00,210.00,13.74,false,dbo
2821,ZF1,2,3,2003-02-07 19:32:00,2003-02-07 20:29:00,EI,MC,370.00,16.00,354.00,23.16,false,dbo
2822,ZM1,7,1,2003-02-07 20:01:00,2003-02-07 20:55:00,EI,CASH,2560.00,492.00,2068.00,135.29,false,dbo
2823,AC1,3,9,2003-02-07 20:09:00,2003-02-07 20:39:00,EI,CASH,750.00,0.00,750.00,49.07,false,dbo
2824,RH1,3,2,2003-02-07 20:23:00,2003-02-07 21:15:00,EI,CASH,140.00,0.00,140.00,9.16,false,dbo
2825,ZF1,3,5,2003-02-08 10:57:00,2003-02-08 13:18:00,EI,CASH,380.00,0.00,380.00,24.86,false,dbo
2826,ZM1,4,2,2003-02-08 11:24:00,2003-02-08 12:55:00,EI,CASH,455.00,0.00,455.00,29.77,false,dbo
2827,ZF1,3,3,2003-02-08 11:32:00,2003-02-08 12:40:00,EI,CASH,450.00,0.00,450.00,29.44,false,dbo
2828,ZF1,2,4,2003-02-08 18:44:00,2003-02-08 19:32:00,EI,CASH,540.00,0.00,540.00,35.33,false,dbo
2829,ZF1,2,7,2003-02-08 19:07:00,2003-02-08 20:51:00,EI,CASH,940.00,0.00,940.00,61.50,false,dbo
2830,ZF1,4,4,2003-02-08 19:41:00,2003-02-08 21:08:00,EI,CASH,570.00,0.00,570.00,37.29,false,dbo
2831,RH2,2,4,2003-02-08 19:47:00,2003-02-08 20:56:00,EI,MC,180.00,9.00,171.00,11.19,false,dbo
2832,PJ1,2,5,2003-02-08 19:54:00,2003-02-08 21:06:00,EI,VISA,300.00,0.00,300.00,19.63,false,dbo
1895,RH1,1,3,2002-09-29 19:39:00,2002-09-29 21:38:00,EI,CASH,140.00,0.00,140.00,9.16,false,dbo
1896,PJ1,4,1,2002-09-29 20:01:00,2002-09-29 22:14:00,EI,CHK,130.00,0.00,130.00,8.50,false,dbo
1897,PJ1,4,2,2002-09-29 20:21:00,2002-09-29 22:16:00,EI,CASH,180.00,0.00,180.00,11.78,false,dbo
1898,RH1,3,1,2002-09-30 11:10:00,2002-09-30 13:08:00,EI,CASH,480.00,0.00,480.00,31.40,false,dbo
1899,ZF1,2,2,2002-09-30 19:02:00,2002-09-30 20:22:00,EI,CASH,480.00,0.00,480.00,31.40,false,dbo
1900,ZF1,1,0,2002-10-01 10:49:00,2002-10-01 11:03:00,TG,AMEX,940.00,0.00,940.00,61.50,false,dbo
1901,ZM1,1,1,2002-10-01 11:18:00,2002-10-01 13:21:00,EI,MC,245.00,12.25,232.75,15.23,false,dbo
1902,PH1,3,3,2002-10-01 18:31:00,2002-10-01 19:57:00,EI,CASH,1200.00,180.00,1020.00,66.73,false,dbo
1903,ZF1,1,3,2002-10-01 19:34:00,2002-10-01 20:43:00,EI,VISA,250.00,0.00,250.00,16.36,false,dbo
1904,ZF1,3,3,2002-10-01 19:36:00,2002-10-01 21:12:00,EI,CASH,370.00,0.00,370.00,24.21,false,dbo
1905,ZF1,1,3,2002-10-01 19:36:00,2002-10-01 20:41:00,EI,AMEX,370.00,0.00,370.00,24.21,false,dbo
1906,ZF1,1,5,2002-10-01 19:51:00,2002-10-01 22:01:00,EI,CHK,270.00,0.00,270.00,17.66,false,dbo
1907,AC1,3,2,2002-10-01 20:02:00,2002-10-01 21:37:00,EI,CASH,215.00,0.00,215.00,14.07,false,dbo
1908,ZM1,1,7,2002-10-02 12:07:00,2002-10-02 12:55:00,EI,CASH,490.00,0.00,490.00,32.06,false,dbo
1909,ZF1,3,2,2002-10-02 18:29:00,2002-10-02 19:09:00,EI,MC,200.00,10.00,190.00,12.43,false,dbo
1910,PJ1,1,4,2002-10-02 18:42:00,2002-10-02 20:30:00,EI,CASH,440.00,0.00,440.00,28.79,false,dbo
1911,ZM1,5,4,2002-10-02 18:47:00,2002-10-02 20:04:00,EI,AMEX,1490.00,139.00,1351.00,88.38,false,dbo
1912,PJ1,3,3,2002-10-02 19:36:00,2002-10-02 21:38:00,EI,CASH,630.00,0.00,630.00,41.21,false,dbo
1913,ZM1,3,2,2002-10-02 20:02:00,2002-10-02 21:11:00,EI,CHK,65.00,0.00,65.00,4.25,false,dbo
1914,ZF1,3,2,2002-10-02 20:23:00,2002-10-02 21:11:00,EI,CASH,1310.00,189.00,1121.00,73.34,false,dbo
1915,PH1,5,5,2002-10-03 10:53:00,2002-10-03 12:15:00,EI,MC,1560.00,146.00,1414.00,92.50,false,dbo
1916,ZM1,3,1,2002-10-03 19:12:00,2002-10-03 20:38:00,EI,VISA,510.00,0.00,510.00,33.36,false,dbo
1917,ZF1,3,4,2002-10-04 10:43:00,2002-10-04 12:27:00,EI,CASH,1010.00,0.00,1010.00,66.07,false,dbo
1918,ZM1,1,5,2002-10-04 11:52:00,2002-10-04 12:27:00,EI,MC,540.00,19.50,520.50,34.05,false,dbo
1919,ZM1,1,2,2002-10-04 12:26:00,2002-10-04 13:40:00,EI,CASH,135.00,0.00,135.00,8.83,false,dbo
1920,ZF1,1,0,2002-10-04 18:51:00,2002-10-04 19:05:00,TG,AMEX,400.00,0.00,400.00,26.17,false,dbo
1921,AC1,3,5,2002-10-04 18:51:00,2002-10-04 19:27:00,EI,MC,610.00,30.50,579.50,37.91,false,dbo
1922,ZM1,3,2,2002-10-04 19:27:00,2002-10-04 20:32:00,EI,CHK,560.00,0.00,560.00,36.64,false,dbo
1923,ZF1,1,2,2002-10-04 19:27:00,2002-10-04 20:01:00,EI,CASH,500.00,0.00,500.00,32.71,false,dbo
1924,PJ1,1,4,2002-10-04 19:48:00,2002-10-04 21:21:00,EI,MC,120.00,3.50,116.50,7.62,false,dbo
1925,ZM1,1,4,2002-10-05 12:04:00,2002-10-05 13:22:00,EI,CASH,680.00,0.00,680.00,44.49,false,dbo
1926,ZM1,3,2,2002-10-05 12:25:00,2002-10-05 14:12:00,EI,MC,710.00,35.50,674.50,44.13,false,dbo
1927,ZM1,1,1,2002-10-05 19:13:00,2002-10-05 20:41:00,EI,AMEX,640.00,0.00,640.00,41.87,false,dbo
1928,ZF1,3,3,2002-10-05 19:39:00,2002-10-05 21:54:00,EI,MC,150.00,5.00,145.00,9.49,false,dbo
1929,ZF1,5,4,2002-10-05 19:45:00,2002-10-05 21:27:00,EI,CASH,1345.00,179.25,1165.75,76.26,false,dbo
1930,ZM1,1,5,2002-10-05 19:57:00,2002-10-05 22:08:00,EI,CASH,310.00,0.00,310.00,20.28,false,dbo
1931,ZF1,3,3,2002-10-05 20:03:00,2002-10-05 21:41:00,EI,CASH,830.00,0.00,830.00,54.30,false,dbo
1932,RH2,1,8,2002-10-05 20:08:00,2002-10-05 21:56:00,EI,CASH,280.00,0.00,280.00,18.32,false,dbo
1933,ZF1,1,1,2002-10-05 20:16:00,2002-10-05 21:35:00,EI,CASH,90.00,0.00,90.00,5.89,false,dbo
1934,RH2,3,2,2002-10-05 20:21:00,2002-10-05 22:21:00,EI,CASH,170.00,0.00,170.00,11.12,false,dbo
1935,ZF1,1,4,2002-10-06 10:40:00,2002-10-06 12:12:00,EI,CASH,560.00,0.00,560.00,36.64,false,dbo
1936,ZF1,3,2,2002-10-06 11:27:00,2002-10-06 13:46:00,EI,CASH,220.00,0.00,220.00,14.39,false,dbo
1937,ZF1,1,5,2002-10-06 11:53:00,2002-10-06 13:13:00,EI,VISA,370.00,0.00,370.00,24.21,false,dbo
1938,PJ1,1,9,2002-10-06 12:09:00,2002-10-06 13:32:00,EI,MC,315.00,15.75,299.25,19.58,false,dbo
1939,ZF1,1,3,2002-10-06 18:31:00,2002-10-06 20:54:00,EI,CHK,470.00,0.00,470.00,30.75,false,dbo
1940,ZF1,1,0,2002-10-06 18:37:00,2002-10-06 18:51:00,TG,CASH,350.00,0.00,350.00,22.90,false,dbo
1941,ZM1,1,5,2002-10-06 19:05:00,2002-10-06 20:37:00,EI,VISA,20.00,0.00,20.00,1.31,false,dbo
1942,ZM1,6,9,2002-10-06 19:09:00,2002-10-06 20:58:00,EI,VISA,2600.00,490.00,2110.00,138.04,false,dbo
1943,RH2,1,5,2002-10-06 19:51:00,2002-10-06 21:02:00,EI,MC,840.00,37.00,803.00,52.53,false,dbo
1944,RH1,1,4,2002-10-08 10:41:00,2002-10-08 11:40:00,EI,CASH,160.00,0.00,160.00,10.47,false,dbo
1945,ZF1,5,2,2002-10-08 11:20:00,2002-10-08 13:38:00,EI,MC,1330.00,118.00,1212.00,79.29,false,dbo
1946,ZM1,5,3,2002-10-08 18:37:00,2002-10-08 19:08:00,EI,MC,1555.00,150.50,1404.50,91.88,false,dbo
1947,ZM1,1,4,2002-10-08 18:49:00,2002-10-08 19:39:00,EI,CASH,200.00,0.00,200.00,13.08,false,dbo
1948,PJ1,3,3,2002-10-08 19:33:00,2002-10-08 20:40:00,EI,MC,520.00,23.50,496.50,32.48,false,dbo
2629,ZM1,4,5,2003-01-11 11:59:00,2003-01-11 13:39:00,EI,CASH,170.00,0.00,170.00,11.12,false,dbo
2630,ZF1,2,4,2003-01-11 18:47:00,2003-01-11 21:08:00,EI,CASH,280.00,0.00,280.00,18.32,false,dbo
2631,ZF1,4,5,2003-01-11 18:58:00,2003-01-11 20:48:00,EI,MC,420.00,13.50,406.50,26.59,false,dbo
2632,PH1,2,5,2003-01-11 18:59:00,2003-01-11 21:10:00,EI,CASH,140.00,0.00,140.00,9.16,false,dbo
2633,ZM1,3,3,2003-01-11 19:36:00,2003-01-11 20:28:00,EI,CASH,80.00,0.00,80.00,5.23,false,dbo
2634,PJ1,2,4,2003-01-11 19:46:00,2003-01-11 21:23:00,EI,CASH,630.00,0.00,630.00,41.21,false,dbo
2635,ZM1,2,2,2003-01-11 20:22:00,2003-01-11 21:26:00,EI,MC,230.00,6.50,223.50,14.62,false,dbo
2636,ZM1,2,4,2003-01-12 11:45:00,2003-01-12 13:55:00,EI,CASH,290.00,0.00,290.00,18.97,false,dbo
2637,ZM1,4,4,2003-01-12 11:47:00,2003-01-12 13:26:00,EI,CASH,315.00,0.00,315.00,20.61,false,dbo
2414,AC1,4,4,2002-12-08 19:48:00,2002-12-08 20:36:00,EI,VISA,810.00,0.00,810.00,52.99,false,dbo
2415,ZM1,3,3,2002-12-08 20:00:00,2002-12-08 21:14:00,EI,MC,1180.00,108.00,1072.00,70.13,false,dbo
2416,ZF1,2,4,2002-12-09 18:45:00,2002-12-09 19:15:00,EI,MC,200.00,7.50,192.50,12.59,false,dbo
2417,ZM1,4,5,2002-12-09 19:53:00,2002-12-09 20:36:00,EI,MC,120.00,6.00,114.00,7.46,false,dbo
2418,PJ1,3,1,2002-12-09 20:14:00,2002-12-09 20:52:00,EI,MC,140.00,4.50,135.50,8.86,false,dbo
2419,ZM1,3,2,2002-12-10 11:23:00,2002-12-10 12:50:00,EI,MC,30.00,1.50,28.50,1.86,false,dbo
2420,ZF1,1,0,2002-12-10 18:45:00,2002-12-10 19:02:00,TG,CASH,530.00,0.00,530.00,34.67,false,dbo
2421,CS1,2,2,2002-12-10 19:28:00,2002-12-10 19:57:00,EI,CASH,330.00,0.00,330.00,21.59,false,dbo
2422,ZF1,4,4,2002-12-10 19:46:00,2002-12-10 20:44:00,EI,CASH,440.00,0.00,440.00,28.79,false,dbo
2423,ZF1,1,1,2002-12-10 20:13:00,2002-12-10 21:59:00,EI,MC,245.00,7.25,237.75,15.55,false,dbo
2424,PJ1,2,2,2002-12-11 18:28:00,2002-12-11 19:02:00,EI,CASH,420.00,0.00,420.00,27.48,false,dbo
2425,ZM1,2,2,2002-12-11 20:20:00,2002-12-11 20:52:00,EI,CASH,470.00,0.00,470.00,30.75,false,dbo
2426,RH2,3,1,2002-12-12 11:15:00,2002-12-12 12:18:00,EI,CASH,230.00,0.00,230.00,15.05,false,dbo
2427,PH1,1,2,2002-12-12 12:23:00,2002-12-12 14:19:00,EI,CASH,910.00,0.00,910.00,59.53,false,dbo
2428,ZF1,3,4,2002-12-13 10:43:00,2002-12-13 11:48:00,EI,VISA,1010.00,0.00,1010.00,66.07,false,dbo
2429,ZF1,1,1,2002-12-13 11:01:00,2002-12-13 13:10:00,EI,MC,375.00,13.75,361.25,23.63,false,dbo
2430,PH1,4,9,2002-12-13 11:09:00,2002-12-13 13:30:00,EI,CASH,40.00,0.00,40.00,2.62,false,dbo
2431,ZF1,1,5,2002-12-13 11:51:00,2002-12-13 13:41:00,EI,CASH,210.00,0.00,210.00,13.74,false,dbo
2432,ZF1,3,3,2002-12-13 12:00:00,2002-12-13 14:13:00,EI,CHK,600.00,0.00,600.00,39.25,false,dbo
2433,ZF1,2,5,2002-12-13 18:51:00,2002-12-13 19:25:00,EI,CASH,445.00,0.00,445.00,29.11,false,dbo
2434,ZF1,3,2,2002-12-13 19:27:00,2002-12-13 21:27:00,EI,MC,1440.00,134.00,1306.00,85.44,false,dbo
2435,ZM1,4,3,2002-12-13 19:39:00,2002-12-13 21:51:00,EI,CHK,370.00,0.00,370.00,24.21,false,dbo
1972,ZF1,5,3,2002-10-11 19:39:00,2002-10-11 21:28:00,EI,AMEX,1110.00,101.00,1009.00,66.01,false,dbo
1973,ZM1,1,4,2002-10-11 19:41:00,2002-10-11 20:39:00,EI,MC,500.00,20.00,480.00,31.40,false,dbo
1974,ZF1,1,4,2002-10-11 19:45:00,2002-10-11 20:42:00,EI,CASH,170.00,0.00,170.00,11.12,false,dbo
1975,ZM1,5,5,2002-10-11 19:59:00,2002-10-11 20:47:00,EI,CHK,1530.00,138.00,1392.00,91.07,false,dbo
1976,ZF1,3,2,2002-10-11 20:21:00,2002-10-11 21:12:00,EI,CASH,820.00,0.00,820.00,53.64,false,dbo
1977,ZF1,3,4,2002-10-12 10:42:00,2002-10-12 11:23:00,EI,VISA,400.00,0.00,400.00,26.17,false,dbo
1978,CS1,1,5,2002-10-12 11:05:00,2002-10-12 11:53:00,EI,CASH,470.00,0.00,470.00,30.75,false,dbo
1979,ZF1,3,2,2002-10-12 11:20:00,2002-10-12 13:05:00,EI,CASH,955.00,0.00,955.00,62.48,false,dbo
1980,ZM1,1,0,2002-10-12 18:34:00,2002-10-12 18:48:00,TG,CASH,900.00,0.00,900.00,58.88,false,dbo
1981,ZF1,1,4,2002-10-12 18:40:00,2002-10-12 19:27:00,EI,MC,160.00,8.00,152.00,9.94,false,dbo
1982,ZM1,1,4,2002-10-12 18:46:00,2002-10-12 19:47:00,EI,MC,20.00,1.00,19.00,1.24,false,dbo
1983,ZF1,3,3,2002-10-12 19:34:00,2002-10-12 20:52:00,EI,CASH,670.00,0.00,670.00,43.83,false,dbo
1984,RH2,3,3,2002-10-12 19:39:00,2002-10-12 22:00:00,EI,VISA,1200.00,105.00,1095.00,71.64,false,dbo
1985,RH1,1,4,2002-10-12 19:46:00,2002-10-12 21:51:00,EI,CASH,430.00,0.00,430.00,28.13,false,dbo
1986,ZM1,1,2,2002-10-12 20:02:00,2002-10-12 21:39:00,EI,CASH,280.00,0.00,280.00,18.32,false,dbo
1987,ZF1,3,1,2002-10-12 20:12:00,2002-10-12 21:02:00,EI,CASH,1180.00,154.50,1025.50,67.09,false,dbo
1988,ZM1,3,4,2002-10-13 11:44:00,2002-10-13 12:51:00,EI,CASH,470.00,0.00,470.00,30.75,false,dbo
1989,ZM1,3,5,2002-10-13 11:50:00,2002-10-13 13:52:00,EI,VISA,1440.00,144.00,1296.00,84.79,false,dbo
1990,ZM1,3,2,2002-10-13 18:29:00,2002-10-13 19:15:00,EI,VISA,420.00,0.00,420.00,27.48,false,dbo
1991,PJ1,3,2,2002-10-13 18:29:00,2002-10-13 19:11:00,EI,CASH,280.00,0.00,280.00,18.32,false,dbo
1992,PJ1,3,8,2002-10-13 19:08:00,2002-10-13 20:16:00,EI,CHK,290.00,0.00,290.00,18.97,false,dbo
1993,ZM1,3,1,2002-10-13 19:12:00,2002-10-13 20:06:00,EI,CASH,470.00,0.00,470.00,30.75,false,dbo
1994,ZM1,1,2,2002-10-13 19:20:00,2002-10-13 20:04:00,EI,CHK,960.00,0.00,960.00,62.80,false,dbo
1995,ZF1,3,4,2002-10-13 19:41:00,2002-10-13 21:02:00,EI,CHK,220.00,0.00,220.00,14.39,false,dbo
1996,ZM1,3,5,2002-10-13 19:58:00,2002-10-13 21:14:00,EI,VISA,60.00,0.00,60.00,3.93,false,dbo
1997,ZF1,1,7,2002-10-13 20:07:00,2002-10-13 21:24:00,EI,MC,500.00,20.00,480.00,31.40,false,dbo
1998,ZF1,5,1,2002-10-13 20:11:00,2002-10-13 21:15:00,EI,CHK,1535.00,138.50,1396.50,91.36,false,dbo
1999,ZM1,1,1,2002-10-13 20:15:00,2002-10-13 21:00:00,EI,VISA,55.00,0.00,55.00,3.60,false,dbo
2000,ZF1,1,0,2002-10-14 18:42:00,2002-10-14 18:57:00,TG,CASH,340.00,0.00,340.00,22.24,false,dbo
2001,ZF1,1,5,2002-10-14 18:52:00,2002-10-14 20:09:00,EI,CASH,390.00,0.00,390.00,25.51,false,dbo
2002,RH2,1,4,2002-10-14 19:49:00,2002-10-14 22:03:00,EI,MC,290.00,12.00,278.00,18.19,false,dbo
2003,RH2,1,1,2002-10-14 20:01:00,2002-10-14 21:04:00,EI,VISA,340.00,0.00,340.00,22.24,false,dbo
2004,ZM1,3,4,2002-10-15 10:49:00,2002-10-15 11:22:00,EI,CHK,305.00,0.00,305.00,19.95,false,dbo
2005,ZF1,3,1,2002-10-15 20:14:00,2002-10-15 21:51:00,EI,VISA,470.00,0.00,470.00,30.75,false,dbo
2006,ZM1,1,2,2002-10-16 11:21:00,2002-10-16 12:08:00,EI,VISA,120.00,0.00,120.00,7.85,false,dbo
2007,PJ1,1,2,2002-10-16 12:25:00,2002-10-16 14:30:00,EI,CASH,445.00,0.00,445.00,29.11,false,dbo
2008,RH2,5,3,2002-10-16 18:31:00,2002-10-16 19:16:00,EI,MC,1420.00,142.00,1278.00,83.61,false,dbo
2009,ZM1,1,1,2002-10-16 19:10:00,2002-10-16 21:21:00,EI,AMEX,490.00,0.00,490.00,32.06,false,dbo
2010,ZM1,3,2,2002-10-16 19:20:00,2002-10-16 20:49:00,EI,CASH,240.00,0.00,240.00,15.70,false,dbo
2011,ZM1,1,5,2002-10-16 19:52:00,2002-10-16 20:30:00,EI,MC,800.00,40.00,760.00,49.72,false,dbo
2012,PJ1,1,3,2002-10-17 10:38:00,2002-10-17 12:08:00,EI,CHK,150.00,0.00,150.00,9.81,false,dbo
2013,PH1,3,2,2002-10-17 11:22:00,2002-10-17 13:44:00,EI,CASH,1600.00,232.50,1367.50,89.46,false,dbo
2014,ZM1,1,1,2002-10-17 12:11:00,2002-10-17 14:30:00,EI,MC,420.00,18.50,401.50,26.27,false,dbo
2015,ZF1,3,4,2002-10-17 19:43:00,2002-10-17 21:06:00,EI,CASH,1650.00,247.50,1402.50,91.75,false,dbo
2016,ZF1,1,4,2002-10-17 19:46:00,2002-10-17 20:58:00,EI,CASH,400.00,0.00,400.00,26.17,false,dbo
2017,ZM1,1,3,2002-10-18 11:00:00,2002-10-18 12:58:00,EI,CASH,370.00,0.00,370.00,24.21,false,dbo
2018,RH1,3,9,2002-10-18 11:09:00,2002-10-18 11:44:00,EI,VISA,220.00,0.00,220.00,14.39,false,dbo
2019,ZF1,1,1,2002-10-18 11:14:00,2002-10-18 11:44:00,EI,CASH,860.00,0.00,860.00,56.26,false,dbo
2020,PJ1,1,0,2002-10-18 11:34:00,2002-10-18 11:49:00,TG,VISA,75.00,0.00,75.00,4.91,false,dbo
2021,ZM1,1,5,2002-10-18 11:55:00,2002-10-18 13:50:00,EI,CHK,60.00,0.00,60.00,3.93,false,dbo
2022,ZM1,1,4,2002-10-18 18:46:00,2002-10-18 20:48:00,EI,CHK,340.00,0.00,340.00,22.24,false,dbo
2023,ZF1,1,4,2002-10-18 19:04:00,2002-10-18 19:41:00,EI,MC,90.00,4.50,85.50,5.59,false,dbo
2024,ZM1,1,8,2002-10-18 19:08:00,2002-10-18 20:18:00,EI,CASH,420.00,0.00,420.00,27.48,false,dbo
2025,PJ1,1,1,2002-10-18 19:15:00,2002-10-18 20:39:00,EI,CASH,290.00,0.00,290.00,18.97,false,dbo
2026,PJ1,1,2,2002-10-18 19:28:00,2002-10-18 21:24:00,EI,CHK,280.00,0.00,280.00,18.32,false,dbo
2027,PH1,1,4,2002-10-18 19:43:00,2002-10-18 22:05:00,EI,AMEX,1035.00,0.00,1035.00,67.71,false,dbo
2028,CS1,1,1,2002-10-18 20:10:00,2002-10-18 21:14:00,EI,CASH,140.00,0.00,140.00,9.16,false,dbo
2029,PH1,3,1,2002-10-18 20:15:00,2002-10-18 21:07:00,EI,CASH,1120.00,160.50,959.50,62.77,false,dbo
2030,PJ1,3,1,2002-10-18 20:16:00,2002-10-18 22:07:00,EI,CASH,500.00,0.00,500.00,32.71,false,dbo
2031,ZM1,1,4,2002-10-19 12:04:00,2002-10-19 14:09:00,EI,CASH,390.00,0.00,390.00,25.51,false,dbo
2032,PJ1,1,6,2002-10-19 12:06:00,2002-10-19 12:52:00,EI,MC,60.00,3.00,57.00,3.73,false,dbo
2033,ZM1,3,7,2002-10-19 12:07:00,2002-10-19 13:53:00,EI,CASH,220.00,0.00,220.00,14.39,false,dbo
2034,ZM1,1,2,2002-10-19 12:20:00,2002-10-19 14:29:00,EI,CASH,390.00,0.00,390.00,25.51,false,dbo
2035,ZF1,3,2,2002-10-19 12:22:00,2002-10-19 14:43:00,EI,MC,520.00,18.50,501.50,32.81,false,dbo
2036,ZF1,3,2,2002-10-19 18:29:00,2002-10-19 20:01:00,EI,CASH,820.00,0.00,820.00,53.64,false,dbo
