"DateKey","FullDateAlternateKey","DayNumberOfWeek","EnglishDayNameOfWeek","SpanishDayNameOfWeek","FrenchDayNameOfWeek","DayNumberOfMonth","DayNumberOfYear","WeekNumberOfYear","EnglishMonthName","SpanishMonthName","FrenchMonthName","MonthNumberOfYear","CalendarQuarter","CalendarYear","CalendarSemester","FiscalQuarter","FiscalYear","FiscalSemester"
"20091203","40150","5","Thursday","Jueves","Jeudi","3","337","49","December","Diciembre","Décembre","12","4","2009","2","2","2010","1"
"20091204","40151","6","Friday","Viernes","Vendredi","4","338","49","December","Diciembre","Décembre","12","4","2009","2","2","2010","1"
"20091205","40152","7","Saturday","Sábado","Samedi","5","339","49","December","Diciembre","Décembre","12","4","2009","2","2","2010","1"
"20091206","40153","1","Sunday","Domingo","Dimanche","6","340","50","December","Diciembre","Décembre","12","4","2009","2","2","2010","1"
"20091207","40154","2","Monday","Lunes","Lundi","7","341","50","December","Diciembre","Décembre","12","4","2009","2","2","2010","1"
"20091208","40155","3","Tuesday","Martes","Mardi","8","342","50","December","Diciembre","Décembre","12","4","2009","2","2","2010","1"
"20091209","40156","4","Wednesday","Miércoles","Mercredi","9","343","50","December","Diciembre","Décembre","12","4","2009","2","2","2010","1"
"20091210","40157","5","Thursday","Jueves","Jeudi","10","344","50","December","Diciembre","Décembre","12","4","2009","2","2","2010","1"
"20091211","40158","6","Friday","Viernes","Vendredi","11","345","50","December","Diciembre","Décembre","12","4","2009","2","2","2010","1"
"20091212","40159","7","Saturday","Sábado","Samedi","12","346","50","December","Diciembre","Décembre","12","4","2009","2","2","2010","1"
"20091213","40160","1","Sunday","Domingo","Dimanche","13","347","51","December","Diciembre","Décembre","12","4","2009","2","2","2010","1"
"20091214","40161","2","Monday","Lunes","Lundi","14","348","51","December","Diciembre","Décembre","12","4","2009","2","2","2010","1"
"20091215","40162","3","Tuesday","Martes","Mardi","15","349","51","December","Diciembre","Décembre","12","4","2009","2","2","2010","1"
"20091216","40163","4","Wednesday","Miércoles","Mercredi","16","350","51","December","Diciembre","Décembre","12","4","2009","2","2","2010","1"
"20091217","40164","5","Thursday","Jueves","Jeudi","17","351","51","December","Diciembre","Décembre","12","4","2009","2","2","2010","1"
"20091218","40165","6","Friday","Viernes","Vendredi","18","352","51","December","Diciembre","Décembre","12","4","2009","2","2","2010","1"
"20091219","40166","7","Saturday","Sábado","Samedi","19","353","51","December","Diciembre","Décembre","12","4","2009","2","2","2010","1"
"20091220","40167","1","Sunday","Domingo","Dimanche","20","354","52","December","Diciembre","Décembre","12","4","2009","2","2","2010","1"
"20091221","40168","2","Monday","Lunes","Lundi","21","355","52","December","Diciembre","Décembre","12","4","2009","2","2","2010","1"
"20091222","40169","3","Tuesday","Martes","Mardi","22","356","52","December","Diciembre","Décembre","12","4","2009","2","2","2010","1"
"20091223","40170","4","Wednesday","Miércoles","Mercredi","23","357","52","December","Diciembre","Décembre","12","4","2009","2","2","2010","1"
"20091224","40171","5","Thursday","Jueves","Jeudi","24","358","52","December","Diciembre","Décembre","12","4","2009","2","2","2010","1"
"20091225","40172","6","Friday","Viernes","Vendredi","25","359","52","December","Diciembre","Décembre","12","4","2009","2","2","2010","1"
"20091226","40173","7","Saturday","Sábado","Samedi","26","360","52","December","Diciembre","Décembre","12","4","2009","2","2","2010","1"
"20091227","40174","1","Sunday","Domingo","Dimanche","27","361","53","December","Diciembre","Décembre","12","4","2009","2","2","2010","1"
"20091228","40175","2","Monday","Lunes","Lundi","28","362","53","December","Diciembre","Décembre","12","4","2009","2","2","2010","1"
"20091229","40176","3","Tuesday","Martes","Mardi","29","363","53","December","Diciembre","Décembre","12","4","2009","2","2","2010","1"
"20091230","40177","4","Wednesday","Miércoles","Mercredi","30","364","53","December","Diciembre","Décembre","12","4","2009","2","2","2010","1"
"20091231","40178","5","Thursday","Jueves","Jeudi","31","365","53","December","Diciembre","Décembre","12","4","2009","2","2","2010","1"
"20100101","40179","6","Friday","Viernes","Vendredi","1","1","1","January","Enero","Janvier","1","1","2010","1","3","2010","2"
"20100102","40180","7","Saturday","Sábado","Samedi","2","2","1","January","Enero","Janvier","1","1","2010","1","3","2010","2"
"20100103","40181","1","Sunday","Domingo","Dimanche","3","3","2","January","Enero","Janvier","1","1","2010","1","3","2010","2"
"20100104","40182","2","Monday","Lunes","Lundi","4","4","2","January","Enero","Janvier","1","1","2010","1","3","2010","2"
"20100105","40183","3","Tuesday","Martes","Mardi","5","5","2","January","Enero","Janvier","1","1","2010","1","3","2010","2"
"20100106","40184","4","Wednesday","Miércoles","Mercredi","6","6","2","January","Enero","Janvier","1","1","2010","1","3","2010","2"
"20100107","40185","5","Thursday","Jueves","Jeudi","7","7","2","January","Enero","Janvier","1","1","2010","1","3","2010","2"
"20100108","40186","6","Friday","Viernes","Vendredi","8","8","2","January","Enero","Janvier","1","1","2010","1","3","2010","2"
"20100109","40187","7","Saturday","Sábado","Samedi","9","9","2","January","Enero","Janvier","1","1","2010","1","3","2010","2"
"20100110","40188","1","Sunday","Domingo","Dimanche","10","10","3","January","Enero","Janvier","1","1","2010","1","3","2010","2"
"20100111","40189","2","Monday","Lunes","Lundi","11","11","3","January","Enero","Janvier","1","1","2010","1","3","2010","2"
"20100112","40190","3","Tuesday","Martes","Mardi","12","12","3","January","Enero","Janvier","1","1","2010","1","3","2010","2"
"20100113","40191","4","Wednesday","Miércoles","Mercredi","13","13","3","January","Enero","Janvier","1","1","2010","1","3","2010","2"
"20100114","40192","5","Thursday","Jueves","Jeudi","14","14","3","January","Enero","Janvier","1","1","2010","1","3","2010","2"
"20100115","40193","6","Friday","Viernes","Vendredi","15","15","3","January","Enero","Janvier","1","1","2010","1","3","2010","2"
"20100116","40194","7","Saturday","Sábado","Samedi","16","16","3","January","Enero","Janvier","1","1","2010","1","3","2010","2"
"20100117","40195","1","Sunday","Domingo","Dimanche","17","17","4","January","Enero","Janvier","1","1","2010","1","3","2010","2"
"20100118","40196","2","Monday","Lunes","Lundi","18","18","4","January","Enero","Janvier","1","1","2010","1","3","2010","2"
"20100119","40197","3","Tuesday","Martes","Mardi","19","19","4","January","Enero","Janvier","1","1","2010","1","3","2010","2"
"20100120","40198","4","Wednesday","Miércoles","Mercredi","20","20","4","January","Enero","Janvier","1","1","2010","1","3","2010","2"
"20100121","40199","5","Thursday","Jueves","Jeudi","21","21","4","January","Enero","Janvier","1","1","2010","1","3","2010","2"
"20100122","40200","6","Friday","Viernes","Vendredi","22","22","4","January","Enero","Janvier","1","1","2010","1","3","2010","2"
"20100123","40201","7","Saturday","Sábado","Samedi","23","23","4","January","Enero","Janvier","1","1","2010","1","3","2010","2"
"20100124","40202","1","Sunday","Domingo","Dimanche","24","24","5","January","Enero","Janvier","1","1","2010","1","3","2010","2"
"20100125","40203","2","Monday","Lunes","Lundi","25","25","5","January","Enero","Janvier","1","1","2010","1","3","2010","2"
"20100126","40204","3","Tuesday","Martes","Mardi","26","26","5","January","Enero","Janvier","1","1","2010","1","3","2010","2"
"20100127","40205","4","Wednesday","Miércoles","Mercredi","27","27","5","January","Enero","Janvier","1","1","2010","1","3","2010","2"
"20100128","40206","5","Thursday","Jueves","Jeudi","28","28","5","January","Enero","Janvier","1","1","2010","1","3","2010","2"
"20100129","40207","6","Friday","Viernes","Vendredi","29","29","5","January","Enero","Janvier","1","1","2010","1","3","2010","2"
"20100130","40208","7","Saturday","Sábado","Samedi","30","30","5","January","Enero","Janvier","1","1","2010","1","3","2010","2"
"20100131","40209","1","Sunday","Domingo","Dimanche","31","31","6","January","Enero","Janvier","1","1","2010","1","3","2010","2"
"20100201","40210","2","Monday","Lunes","Lundi","1","32","6","February","Febrero","Février","2","1","2010","1","3","2010","2"
"20100202","40211","3","Tuesday","Martes","Mardi","2","33","6","February","Febrero","Février","2","1","2010","1","3","2010","2"
"20100203","40212","4","Wednesday","Miércoles","Mercredi","3","34","6","February","Febrero","Février","2","1","2010","1","3","2010","2"
"20100204","40213","5","Thursday","Jueves","Jeudi","4","35","6","February","Febrero","Février","2","1","2010","1","3","2010","2"
"20100205","40214","6","Friday","Viernes","Vendredi","5","36","6","February","Febrero","Février","2","1","2010","1","3","2010","2"
"20100206","40215","7","Saturday","Sábado","Samedi","6","37","6","February","Febrero","Février","2","1","2010","1","3","2010","2"
"20100207","40216","1","Sunday","Domingo","Dimanche","7","38","7","February","Febrero","Février","2","1","2010","1","3","2010","2"
"20100208","40217","2","Monday","Lunes","Lundi","8","39","7","February","Febrero","Février","2","1","2010","1","3","2010","2"
"20100209","40218","3","Tuesday","Martes","Mardi","9","40","7","February","Febrero","Février","2","1","2010","1","3","2010","2"
"20100210","40219","4","Wednesday","Miércoles","Mercredi","10","41","7","February","Febrero","Février","2","1","2010","1","3","2010","2"
"20100211","40220","5","Thursday","Jueves","Jeudi","11","42","7","February","Febrero","Février","2","1","2010","1","3","2010","2"
"20100212","40221","6","Friday","Viernes","Vendredi","12","43","7","February","Febrero","Février","2","1","2010","1","3","2010","2"
"20100213","40222","7","Saturday","Sábado","Samedi","13","44","7","February","Febrero","Février","2","1","2010","1","3","2010","2"
"20100214","40223","1","Sunday","Domingo","Dimanche","14","45","8","February","Febrero","Février","2","1","2010","1","3","2010","2"
"20100215","40224","2","Monday","Lunes","Lundi","15","46","8","February","Febrero","Février","2","1","2010","1","3","2010","2"
"20100216","40225","3","Tuesday","Martes","Mardi","16","47","8","February","Febrero","Février","2","1","2010","1","3","2010","2"
"20100217","40226","4","Wednesday","Miércoles","Mercredi","17","48","8","February","Febrero","Février","2","1","2010","1","3","2010","2"
"20100218","40227","5","Thursday","Jueves","Jeudi","18","49","8","February","Febrero","Février","2","1","2010","1","3","2010","2"
"20100219","40228","6","Friday","Viernes","Vendredi","19","50","8","February","Febrero","Février","2","1","2010","1","3","2010","2"
"20100220","40229","7","Saturday","Sábado","Samedi","20","51","8","February","Febrero","Février","2","1","2010","1","3","2010","2"
"20100221","40230","1","Sunday","Domingo","Dimanche","21","52","9","February","Febrero","Février","2","1","2010","1","3","2010","2"
"20100222","40231","2","Monday","Lunes","Lundi","22","53","9","February","Febrero","Février","2","1","2010","1","3","2010","2"
"20100223","40232","3","Tuesday","Martes","Mardi","23","54","9","February","Febrero","Février","2","1","2010","1","3","2010","2"
"20100224","40233","4","Wednesday","Miércoles","Mercredi","24","55","9","February","Febrero","Février","2","1","2010","1","3","2010","2"
"20100225","40234","5","Thursday","Jueves","Jeudi","25","56","9","February","Febrero","Février","2","1","2010","1","3","2010","2"
"20100226","40235","6","Friday","Viernes","Vendredi","26","57","9","February","Febrero","Février","2","1","2010","1","3","2010","2"
"20100227","40236","7","Saturday","Sábado","Samedi","27","58","9","February","Febrero","Février","2","1","2010","1","3","2010","2"
"20100228","40237","1","Sunday","Domingo","Dimanche","28","59","10","February","Febrero","Février","2","1","2010","1","3","2010","2"
"20100301","40238","2","Monday","Lunes","Lundi","1","60","10","March","Marzo","Mars","3","1","2010","1","3","2010","2"
"20100302","40239","3","Tuesday","Martes","Mardi","2","61","10","March","Marzo","Mars","3","1","2010","1","3","2010","2"
"20100303","40240","4","Wednesday","Miércoles","Mercredi","3","62","10","March","Marzo","Mars","3","1","2010","1","3","2010","2"
"20100304","40241","5","Thursday","Jueves","Jeudi","4","63","10","March","Marzo","Mars","3","1","2010","1","3","2010","2"
"20100305","40242","6","Friday","Viernes","Vendredi","5","64","10","March","Marzo","Mars","3","1","2010","1","3","2010","2"
"20100306","40243","7","Saturday","Sábado","Samedi","6","65","10","March","Marzo","Mars","3","1","2010","1","3","2010","2"
"20100307","40244","1","Sunday","Domingo","Dimanche","7","66","11","March","Marzo","Mars","3","1","2010","1","3","2010","2"
"20100308","40245","2","Monday","Lunes","Lundi","8","67","11","March","Marzo","Mars","3","1","2010","1","3","2010","2"
"20100309","40246","3","Tuesday","Martes","Mardi","9","68","11","March","Marzo","Mars","3","1","2010","1","3","2010","2"
"20100310","40247","4","Wednesday","Miércoles","Mercredi","10","69","11","March","Marzo","Mars","3","1","2010","1","3","2010","2"
"20100311","40248","5","Thursday","Jueves","Jeudi","11","70","11","March","Marzo","Mars","3","1","2010","1","3","2010","2"
"20100312","40249","6","Friday","Viernes","Vendredi","12","71","11","March","Marzo","Mars","3","1","2010","1","3","2010","2"
"20100313","40250","7","Saturday","Sábado","Samedi","13","72","11","March","Marzo","Mars","3","1","2010","1","3","2010","2"
"20100314","40251","1","Sunday","Domingo","Dimanche","14","73","12","March","Marzo","Mars","3","1","2010","1","3","2010","2"
"20100315","40252","2","Monday","Lunes","Lundi","15","74","12","March","Marzo","Mars","3","1","2010","1","3","2010","2"
"20100316","40253","3","Tuesday","Martes","Mardi","16","75","12","March","Marzo","Mars","3","1","2010","1","3","2010","2"
"20100317","40254","4","Wednesday","Miércoles","Mercredi","17","76","12","March","Marzo","Mars","3","1","2010","1","3","2010","2"
"20100318","40255","5","Thursday","Jueves","Jeudi","18","77","12","March","Marzo","Mars","3","1","2010","1","3","2010","2"
"20100319","40256","6","Friday","Viernes","Vendredi","19","78","12","March","Marzo","Mars","3","1","2010","1","3","2010","2"
"20100320","40257","7","Saturday","Sábado","Samedi","20","79","12","March","Marzo","Mars","3","1","2010","1","3","2010","2"
"20100321","40258","1","Sunday","Domingo","Dimanche","21","80","13","March","Marzo","Mars","3","1","2010","1","3","2010","2"
"20100322","40259","2","Monday","Lunes","Lundi","22","81","13","March","Marzo","Mars","3","1","2010","1","3","2010","2"
"20100323","40260","3","Tuesday","Martes","Mardi","23","82","13","March","Marzo","Mars","3","1","2010","1","3","2010","2"
"20100324","40261","4","Wednesday","Miércoles","Mercredi","24","83","13","March","Marzo","Mars","3","1","2010","1","3","2010","2"
"20100325","40262","5","Thursday","Jueves","Jeudi","25","84","13","March","Marzo","Mars","3","1","2010","1","3","2010","2"
"20100326","40263","6","Friday","Viernes","Vendredi","26","85","13","March","Marzo","Mars","3","1","2010","1","3","2010","2"
"20100327","40264","7","Saturday","Sábado","Samedi","27","86","13","March","Marzo","Mars","3","1","2010","1","3","2010","2"
"20100328","40265","1","Sunday","Domingo","Dimanche","28","87","14","March","Marzo","Mars","3","1","2010","1","3","2010","2"
"20100329","40266","2","Monday","Lunes","Lundi","29","88","14","March","Marzo","Mars","3","1","2010","1","3","2010","2"
"20100330","40267","3","Tuesday","Martes","Mardi","30","89","14","March","Marzo","Mars","3","1","2010","1","3","2010","2"
"20100331","40268","4","Wednesday","Miércoles","Mercredi","31","90","14","March","Marzo","Mars","3","1","2010","1","3","2010","2"
"20100401","40269","5","Thursday","Jueves","Jeudi","1","91","14","April","Abril","Avril","4","2","2010","1","4","2010","2"
"20100402","40270","6","Friday","Viernes","Vendredi","2","92","14","April","Abril","Avril","4","2","2010","1","4","2010","2"
"20100403","40271","7","Saturday","Sábado","Samedi","3","93","14","April","Abril","Avril","4","2","2010","1","4","2010","2"
"20100404","40272","1","Sunday","Domingo","Dimanche","4","94","15","April","Abril","Avril","4","2","2010","1","4","2010","2"
"20100405","40273","2","Monday","Lunes","Lundi","5","95","15","April","Abril","Avril","4","2","2010","1","4","2010","2"
"20100406","40274","3","Tuesday","Martes","Mardi","6","96","15","April","Abril","Avril","4","2","2010","1","4","2010","2"
"20100407","40275","4","Wednesday","Miércoles","Mercredi","7","97","15","April","Abril","Avril","4","2","2010","1","4","2010","2"
"20100408","40276","5","Thursday","Jueves","Jeudi","8","98","15","April","Abril","Avril","4","2","2010","1","4","2010","2"
"20100409","40277","6","Friday","Viernes","Vendredi","9","99","15","April","Abril","Avril","4","2","2010","1","4","2010","2"
"20100410","40278","7","Saturday","Sábado","Samedi","10","100","15","April","Abril","Avril","4","2","2010","1","4","2010","2"
"20100411","40279","1","Sunday","Domingo","Dimanche","11","101","16","April","Abril","Avril","4","2","2010","1","4","2010","2"
"20100412","40280","2","Monday","Lunes","Lundi","12","102","16","April","Abril","Avril","4","2","2010","1","4","2010","2"
"20100413","40281","3","Tuesday","Martes","Mardi","13","103","16","April","Abril","Avril","4","2","2010","1","4","2010","2"
"20100414","40282","4","Wednesday","Miércoles","Mercredi","14","104","16","April","Abril","Avril","4","2","2010","1","4","2010","2"
"20100415","40283","5","Thursday","Jueves","Jeudi","15","105","16","April","Abril","Avril","4","2","2010","1","4","2010","2"
"20100416","40284","6","Friday","Viernes","Vendredi","16","106","16","April","Abril","Avril","4","2","2010","1","4","2010","2"
"20100417","40285","7","Saturday","Sábado","Samedi","17","107","16","April","Abril","Avril","4","2","2010","1","4","2010","2"
"20100418","40286","1","Sunday","Domingo","Dimanche","18","108","17","April","Abril","Avril","4","2","2010","1","4","2010","2"
"20100419","40287","2","Monday","Lunes","Lundi","19","109","17","April","Abril","Avril","4","2","2010","1","4","2010","2"
"20100420","40288","3","Tuesday","Martes","Mardi","20","110","17","April","Abril","Avril","4","2","2010","1","4","2010","2"
"20100421","40289","4","Wednesday","Miércoles","Mercredi","21","111","17","April","Abril","Avril","4","2","2010","1","4","2010","2"
"20100422","40290","5","Thursday","Jueves","Jeudi","22","112","17","April","Abril","Avril","4","2","2010","1","4","2010","2"
"20100423","40291","6","Friday","Viernes","Vendredi","23","113","17","April","Abril","Avril","4","2","2010","1","4","2010","2"
"20100424","40292","7","Saturday","Sábado","Samedi","24","114","17","April","Abril","Avril","4","2","2010","1","4","2010","2"
"20100425","40293","1","Sunday","Domingo","Dimanche","25","115","18","April","Abril","Avril","4","2","2010","1","4","2010","2"
"20100426","40294","2","Monday","Lunes","Lundi","26","116","18","April","Abril","Avril","4","2","2010","1","4","2010","2"
"20100427","40295","3","Tuesday","Martes","Mardi","27","117","18","April","Abril","Avril","4","2","2010","1","4","2010","2"
"20100428","40296","4","Wednesday","Miércoles","Mercredi","28","118","18","April","Abril","Avril","4","2","2010","1","4","2010","2"
"20100429","40297","5","Thursday","Jueves","Jeudi","29","119","18","April","Abril","Avril","4","2","2010","1","4","2010","2"
"20100430","40298","6","Friday","Viernes","Vendredi","30","120","18","April","Abril","Avril","4","2","2010","1","4","2010","2"
"20100501","40299","7","Saturday","Sábado","Samedi","1","121","18","May","Mayo","Mai","5","2","2010","1","4","2010","2"
"20100502","40300","1","Sunday","Domingo","Dimanche","2","122","19","May","Mayo","Mai","5","2","2010","1","4","2010","2"
"20100503","40301","2","Monday","Lunes","Lundi","3","123","19","May","Mayo","Mai","5","2","2010","1","4","2010","2"
"20100504","40302","3","Tuesday","Martes","Mardi","4","124","19","May","Mayo","Mai","5","2","2010","1","4","2010","2"
"20100505","40303","4","Wednesday","Miércoles","Mercredi","5","125","19","May","Mayo","Mai","5","2","2010","1","4","2010","2"
"20100506","40304","5","Thursday","Jueves","Jeudi","6","126","19","May","Mayo","Mai","5","2","2010","1","4","2010","2"
"20100507","40305","6","Friday","Viernes","Vendredi","7","127","19","May","Mayo","Mai","5","2","2010","1","4","2010","2"
"20100508","40306","7","Saturday","Sábado","Samedi","8","128","19","May","Mayo","Mai","5","2","2010","1","4","2010","2"
"20100509","40307","1","Sunday","Domingo","Dimanche","9","129","20","May","Mayo","Mai","5","2","2010","1","4","2010","2"
"20100510","40308","2","Monday","Lunes","Lundi","10","130","20","May","Mayo","Mai","5","2","2010","1","4","2010","2"
"20100511","40309","3","Tuesday","Martes","Mardi","11","131","20","May","Mayo","Mai","5","2","2010","1","4","2010","2"
"20100512","40310","4","Wednesday","Miércoles","Mercredi","12","132","20","May","Mayo","Mai","5","2","2010","1","4","2010","2"
"20100513","40311","5","Thursday","Jueves","Jeudi","13","133","20","May","Mayo","Mai","5","2","2010","1","4","2010","2"
"20100514","40312","6","Friday","Viernes","Vendredi","14","134","20","May","Mayo","Mai","5","2","2010","1","4","2010","2"
"20100515","40313","7","Saturday","Sábado","Samedi","15","135","20","May","Mayo","Mai","5","2","2010","1","4","2010","2"
"20100516","40314","1","Sunday","Domingo","Dimanche","16","136","21","May","Mayo","Mai","5","2","2010","1","4","2010","2"
"20100517","40315","2","Monday","Lunes","Lundi","17","137","21","May","Mayo","Mai","5","2","2010","1","4","2010","2"
"20100518","40316","3","Tuesday","Martes","Mardi","18","138","21","May","Mayo","Mai","5","2","2010","1","4","2010","2"
"20100519","40317","4","Wednesday","Miércoles","Mercredi","19","139","21","May","Mayo","Mai","5","2","2010","1","4","2010","2"
"20100520","40318","5","Thursday","Jueves","Jeudi","20","140","21","May","Mayo","Mai","5","2","2010","1","4","2010","2"
"20100521","40319","6","Friday","Viernes","Vendredi","21","141","21","May","Mayo","Mai","5","2","2010","1","4","2010","2"
"20100522","40320","7","Saturday","Sábado","Samedi","22","142","21","May","Mayo","Mai","5","2","2010","1","4","2010","2"
"20100523","40321","1","Sunday","Domingo","Dimanche","23","143","22","May","Mayo","Mai","5","2","2010","1","4","2010","2"
"20100524","40322","2","Monday","Lunes","Lundi","24","144","22","May","Mayo","Mai","5","2","2010","1","4","2010","2"
"20100525","40323","3","Tuesday","Martes","Mardi","25","145","22","May","Mayo","Mai","5","2","2010","1","4","2010","2"
"20100526","40324","4","Wednesday","Miércoles","Mercredi","26","146","22","May","Mayo","Mai","5","2","2010","1","4","2010","2"
"20100527","40325","5","Thursday","Jueves","Jeudi","27","147","22","May","Mayo","Mai","5","2","2010","1","4","2010","2"
"20100528","40326","6","Friday","Viernes","Vendredi","28","148","22","May","Mayo","Mai","5","2","2010","1","4","2010","2"
"20100529","40327","7","Saturday","Sábado","Samedi","29","149","22","May","Mayo","Mai","5","2","2010","1","4","2010","2"
"20100530","40328","1","Sunday","Domingo","Dimanche","30","150","23","May","Mayo","Mai","5","2","2010","1","4","2010","2"
"20100531","40329","2","Monday","Lunes","Lundi","31","151","23","May","Mayo","Mai","5","2","2010","1","4","2010","2"
"20100601","40330","3","Tuesday","Martes","Mardi","1","152","23","June","Junio","Juin","6","2","2010","1","4","2010","2"
"20100602","40331","4","Wednesday","Miércoles","Mercredi","2","153","23","June","Junio","Juin","6","2","2010","1","4","2010","2"
"20100603","40332","5","Thursday","Jueves","Jeudi","3","154","23","June","Junio","Juin","6","2","2010","1","4","2010","2"
"20100604","40333","6","Friday","Viernes","Vendredi","4","155","23","June","Junio","Juin","6","2","2010","1","4","2010","2"
"20100605","40334","7","Saturday","Sábado","Samedi","5","156","23","June","Junio","Juin","6","2","2010","1","4","2010","2"
"20100606","40335","1","Sunday","Domingo","Dimanche","6","157","24","June","Junio","Juin","6","2","2010","1","4","2010","2"
"20100607","40336","2","Monday","Lunes","Lundi","7","158","24","June","Junio","Juin","6","2","2010","1","4","2010","2"
"20100608","40337","3","Tuesday","Martes","Mardi","8","159","24","June","Junio","Juin","6","2","2010","1","4","2010","2"
"20100609","40338","4","Wednesday","Miércoles","Mercredi","9","160","24","June","Junio","Juin","6","2","2010","1","4","2010","2"
"20100610","40339","5","Thursday","Jueves","Jeudi","10","161","24","June","Junio","Juin","6","2","2010","1","4","2010","2"
"20100611","40340","6","Friday","Viernes","Vendredi","11","162","24","June","Junio","Juin","6","2","2010","1","4","2010","2"
"20100612","40341","7","Saturday","Sábado","Samedi","12","163","24","June","Junio","Juin","6","2","2010","1","4","2010","2"
"20100613","40342","1","Sunday","Domingo","Dimanche","13","164","25","June","Junio","Juin","6","2","2010","1","4","2010","2"
"20100614","40343","2","Monday","Lunes","Lundi","14","165","25","June","Junio","Juin","6","2","2010","1","4","2010","2"
"20100615","40344","3","Tuesday","Martes","Mardi","15","166","25","June","Junio","Juin","6","2","2010","1","4","2010","2"
"20100616","40345","4","Wednesday","Miércoles","Mercredi","16","167","25","June","Junio","Juin","6","2","2010","1","4","2010","2"
"20100617","40346","5","Thursday","Jueves","Jeudi","17","168","25","June","Junio","Juin","6","2","2010","1","4","2010","2"
"20100618","40347","6","Friday","Viernes","Vendredi","18","169","25","June","Junio","Juin","6","2","2010","1","4","2010","2"
"20100619","40348","7","Saturday","Sábado","Samedi","19","170","25","June","Junio","Juin","6","2","2010","1","4","2010","2"
"20100620","40349","1","Sunday","Domingo","Dimanche","20","171","26","June","Junio","Juin","6","2","2010","1","4","2010","2"
"20100621","40350","2","Monday","Lunes","Lundi","21","172","26","June","Junio","Juin","6","2","2010","1","4","2010","2"
"20100622","40351","3","Tuesday","Martes","Mardi","22","173","26","June","Junio","Juin","6","2","2010","1","4","2010","2"
"20100623","40352","4","Wednesday","Miércoles","Mercredi","23","174","26","June","Junio","Juin","6","2","2010","1","4","2010","2"
"20100624","40353","5","Thursday","Jueves","Jeudi","24","175","26","June","Junio","Juin","6","2","2010","1","4","2010","2"
"20100625","40354","6","Friday","Viernes","Vendredi","25","176","26","June","Junio","Juin","6","2","2010","1","4","2010","2"
"20100626","40355","7","Saturday","Sábado","Samedi","26","177","26","June","Junio","Juin","6","2","2010","1","4","2010","2"
"20100627","40356","1","Sunday","Domingo","Dimanche","27","178","27","June","Junio","Juin","6","2","2010","1","4","2010","2"
"20100628","40357","2","Monday","Lunes","Lundi","28","179","27","June","Junio","Juin","6","2","2010","1","4","2010","2"
"20100629","40358","3","Tuesday","Martes","Mardi","29","180","27","June","Junio","Juin","6","2","2010","1","4","2010","2"
"20100630","40359","4","Wednesday","Miércoles","Mercredi","30","181","27","June","Junio","Juin","6","2","2010","1","4","2010","2"
"20100701","40360","5","Thursday","Jueves","Jeudi","1","182","27","July","Julio","Juillet","7","3","2010","2","1","2011","1"
"20100702","40361","6","Friday","Viernes","Vendredi","2","183","27","July","Julio","Juillet","7","3","2010","2","1","2011","1"
"20100703","40362","7","Saturday","Sábado","Samedi","3","184","27","July","Julio","Juillet","7","3","2010","2","1","2011","1"
"20100704","40363","1","Sunday","Domingo","Dimanche","4","185","28","July","Julio","Juillet","7","3","2010","2","1","2011","1"
"20100705","40364","2","Monday","Lunes","Lundi","5","186","28","July","Julio","Juillet","7","3","2010","2","1","2011","1"
"20100706","40365","3","Tuesday","Martes","Mardi","6","187","28","July","Julio","Juillet","7","3","2010","2","1","2011","1"
"20100707","40366","4","Wednesday","Miércoles","Mercredi","7","188","28","July","Julio","Juillet","7","3","2010","2","1","2011","1"
"20100708","40367","5","Thursday","Jueves","Jeudi","8","189","28","July","Julio","Juillet","7","3","2010","2","1","2011","1"
"20100709","40368","6","Friday","Viernes","Vendredi","9","190","28","July","Julio","Juillet","7","3","2010","2","1","2011","1"
"20100710","40369","7","Saturday","Sábado","Samedi","10","191","28","July","Julio","Juillet","7","3","2010","2","1","2011","1"
"20100711","40370","1","Sunday","Domingo","Dimanche","11","192","29","July","Julio","Juillet","7","3","2010","2","1","2011","1"
"20100712","40371","2","Monday","Lunes","Lundi","12","193","29","July","Julio","Juillet","7","3","2010","2","1","2011","1"
"20100713","40372","3","Tuesday","Martes","Mardi","13","194","29","July","Julio","Juillet","7","3","2010","2","1","2011","1"
"20100714","40373","4","Wednesday","Miércoles","Mercredi","14","195","29","July","Julio","Juillet","7","3","2010","2","1","2011","1"
"20100715","40374","5","Thursday","Jueves","Jeudi","15","196","29","July","Julio","Juillet","7","3","2010","2","1","2011","1"
"20100716","40375","6","Friday","Viernes","Vendredi","16","197","29","July","Julio","Juillet","7","3","2010","2","1","2011","1"
"20100717","40376","7","Saturday","Sábado","Samedi","17","198","29","July","Julio","Juillet","7","3","2010","2","1","2011","1"
"20100718","40377","1","Sunday","Domingo","Dimanche","18","199","30","July","Julio","Juillet","7","3","2010","2","1","2011","1"
"20100719","40378","2","Monday","Lunes","Lundi","19","200","30","July","Julio","Juillet","7","3","2010","2","1","2011","1"
"20100720","40379","3","Tuesday","Martes","Mardi","20","201","30","July","Julio","Juillet","7","3","2010","2","1","2011","1"
"20100721","40380","4","Wednesday","Miércoles","Mercredi","21","202","30","July","Julio","Juillet","7","3","2010","2","1","2011","1"
"20100722","40381","5","Thursday","Jueves","Jeudi","22","203","30","July","Julio","Juillet","7","3","2010","2","1","2011","1"
